"cerealName","parsedName","brand","dietLabels","healthLabels","calories","Energy_kcal","Total.lipid..fat._g","Fatty.acids..total.saturated_g","Fatty.acids..total.trans_g","Fatty.acids..total.monounsaturated_g","Fatty.acids..total.polyunsaturated_g","Carbohydrate..by.difference_g","Carbohydrates..net._g","Fiber..total.dietary_g","Sugars..total_g","Protein_g","Cholesterol_mg","Sodium..Na_mg","Calcium..Ca_mg","Magnesium..Mg_mg","Potassium..K_mg","Iron..Fe_mg","Zinc..Zn_mg","Phosphorus..P_mg","Vitamin.A..RAE_µg","Vitamin.C..total.ascorbic.acid_mg","Thiamin_mg","Riboflavin_mg","Niacin_mg","Vitamin.B.6_mg","Folate..DFE_µg","Folate..food_µg","Folic.acid_µg","Vitamin.B.12_µg","Vitamin.D..D2...D3._µg","Vitamin.E..alpha.tocopherol._mg","Vitamin.K..phylloquinone._µg","Water_g","Energy_pct","Fat_pct","Saturated_pct","Carbs_pct","Fiber_pct","Protein_pct","Cholesterol_pct","Sodium_pct","Calcium_pct","Magnesium_pct","Potassium_pct","Iron_pct","Zinc_pct","Phosphorus_pct","Vitamin.A_pct","Vitamin.C_pct","Thiamin..B1._pct","Riboflavin..B2._pct","Niacin..B3._pct","Vitamin.B6_pct","Folate.equivalent..total._pct","Vitamin.B12_pct","Vitamin.D_pct","Vitamin.E_pct","Vitamin.K_pct","rawGPTRank","gptDescription"
"Kellogg's Cracklin' Oat Bran","unparsed","kellog","LOW_SODIUM","LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, SULPHITE_FREE, KOSHER",258,258.07,9.21,4.05,0.07,3.2,1.83,45.93,37.63,8.3,18.29,6.01,0,182.93,38.55,99.96,263.29,2.42,2.03,181.63,159.41,20.25,0.5,0.57,6.66,0.67,218.21,12.41,120.87,2.03,1.31,0,1.96,1.96,12.9,14.17,20.25,15.31,33.19,12.02,0,7.62,3.85,23.8,5.6,13.43,18.41,25.95,17.71,22.5,41.92,43.72,41.65,51.26,54.55,84.39,8.71,0,1.63,"9.5","Kellogg's Cracklin' Oat Bran :  is a crunchy cereal with a hint of sweetness made from 100% whole grain wheat and oats. The cereal is high in fiber and provides essential vitamins and minerals to help you start your day right."
"Kellogg's Crispix","unparsed","kellog","LOW_FAT, LOW_SODIUM","FAT_FREE, LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, DASH, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",107,107.01,0.32,0.09,0,0.09,0.12,25.2,24.39,0.81,3.36,1.65,0,177.19,3.48,6.96,36.54,8.47,1.51,25.23,143.26,6.09,0.52,0.59,6.99,0.7,472.41,5.51,274.63,1.8,1.01,0.04,0,0.87,5.35,0.49,0.44,8.4,3.25,3.31,0,7.38,0.35,1.66,0.78,47.04,13.71,3.6,15.92,6.77,43.74,45.73,43.68,53.76,118.1,74.92,6.77,0.27,0,"6.5","Kellogg's Crispix :  company is a crispy, crunchy breakfast cereal that is both cornflakes and wheat cereal combined into one. It is made with whole-grain oats and rice, and is a good source of fiber and 8 essential vitamins and minerals."
"Kellogg's Frosted Flakes","unparsed","kellog","LOW_FAT, LOW_SODIUM","FAT_FREE, LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",147,147.6,0.67,0.18,0,0.11,0.27,35.68,34.8,0.88,14.17,1.58,0,187.2,1.2,3.2,30.4,10.68,0.06,18.8,180,9.68,0.76,0.69,11.07,1.43,254,7.6,144.8,3.24,1.88,0.03,0.08,1.67,7.38,1.03,0.9,11.89,3.52,3.17,0,7.8,0.12,0.76,0.65,59.33,0.55,2.69,20,10.76,63.43,53.23,69.17,109.94,63.5,135,12.53,0.19,0.07,"8.5","Kellogg's Frosted Flakes : , is a sweetened corn flake cereal that is all about enjoying a golden day with a spoonful of frosted deliciousness.It is crunchy and full of flavor thanks to its light coating of sugar and frosting."
"Kellogg's Honey Crunch Corn Flakes","unparsed","kellog","LOW_FAT","FAT_FREE, LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, SULPHITE_FREE, KOSHER",154,154,0.76,0.12,0,0.4,0.24,34.8,33.44,1.36,13.2,2.72,0,280,8.8,8.8,40.8,2.48,0.12,24,200.8,8,0.5,0.6,6.64,0.68,221.2,7.6,125.6,2,1.4,0.23,0.08,1.2,7.7,1.17,0.6,11.6,5.44,5.44,0,11.67,0.88,2.1,0.87,13.78,1.09,3.43,22.31,8.89,41.67,46.15,41.5,52.31,55.3,83.33,9.33,1.52,0.07,"8.5","Kellogg's Honey Crunch Corn Flakes : 's is a sweet and crunchy cereal with added honey flavour that can be enjoyed with cold or hot milk. It also has great nutritional value with vitamins like Vitamin B, Vitamin C and Iron."
"Kellogg's Raisin Bran","unparsed","kellog","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",187,187.62,1.6,0.28,0.01,0.2,0.56,45.6,38.88,6.73,18.47,4.55,0,210.04,25.37,71.98,385.27,7.27,2,204.73,227.74,0,0.44,0.64,8.14,1.09,193.52,11.21,107.38,1.18,2.3,0.39,1.24,6.14,9.38,2.47,1.42,15.2,26.9,9.11,0,8.75,2.54,17.14,8.2,40.42,18.18,29.25,25.3,0,37.02,49.02,50.89,83.64,48.38,49.17,15.34,2.6,1.03,"8.5","Kellogg's Raisin Bran : 's  is a classic breakfast cereal made of crunchy bran flakes and plump raisins. It is fortified with 9 vitamins and minerals and provides 5g of fiber and 11g of whole grains per serving."
"Kellogg's Raisin Mini-Wheats","unparsed","kellog","LOW_FAT, LOW_SODIUM","FAT_FREE, LOW_FAT_ABS, VEGAN, VEGETARIAN, PESCATARIAN, PALEO, SPECIFIC_CARBS, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, KOSHER",433,433.55,0.67,0.08,NA,0.07,0.05,114.81,109.45,5.36,85.83,4.45,0,15.95,72.5,46.4,1086.05,2.73,0.32,146.45,0,3.34,0.15,0.18,1.11,0.25,7.25,7.25,0,0,0,0.17,5.08,22.37,21.68,1.03,0.42,38.27,21.46,8.9,0,0.66,7.25,11.05,23.11,15.14,2.9,20.92,0,3.71,12.81,13.94,6.94,19.41,1.81,0,0,1.16,4.23,"8.5","Kellogg's Raisin Mini-Wheats : 's is a sweet and crunchy cereal made with whole wheat and raisins. It has layers of crunchy, sweet and wholesome wheat to give you the fiber and energy you need to start your day."
"Kellogg's Rice Krispies","unparsed","kellog","LOW_FAT, LOW_SODIUM","FAT_FREE, LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, DAIRY_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",100,100.58,0.54,0.12,0,0.16,0.17,22.45,22.35,0.11,2.61,1.78,0,139.13,1.32,7.13,33,8.03,0.37,33,299.9,16.71,0.47,0.34,4.74,0.62,272.98,1.06,159.98,1.91,1.64,7.03,0,1.34,5.03,0.83,0.6,7.48,0.42,3.56,0,5.8,0.13,1.7,0.7,44.62,3.34,4.71,33.32,18.57,38.94,26.2,29.65,47.72,68.24,79.53,10.91,46.89,0,"6.5","Kellogg's Rice Krispies : 's is a classic breakfast cereal made from baked rice, which snaps, crackles and pops when milk is added. It provides essential vitamins and minerals for a healthy, balanced diet and is a great source of fiber."
"Kellogg's Special K","unparsed","kellog","LOW_FAT, LOW_SODIUM","FAT_FREE, LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, DASH, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",117,117.18,0.53,0.12,0,0.12,0.25,22.63,22.29,0.34,3.78,5.8,0,219.79,10.85,4.03,20.15,8.68,0.4,22.94,225.06,21.08,0.52,0.6,7.01,2,675.8,5.89,394.01,6.01,0,4.74,0.06,0.93,5.86,0.81,0.62,7.54,1.36,11.59,0,9.16,1.08,0.96,0.43,48.22,3.66,3.28,25.01,23.42,43.66,45.78,43.79,153.81,168.95,250.58,0,31.62,0.05,"6.5","Kellogg's Special K :  is a crunchy and light cereal, made with whole grain wheat, rice and rye flakes it is a great source of protein, fiber and other essential vitamins and minerals."
"Kelloggg's Raisin Bran Crunch","unparsed","kellog","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",187,187.62,1.6,0.28,0.01,0.2,0.56,45.6,38.88,6.73,18.47,4.55,0,210.04,25.37,71.98,385.27,7.27,2,204.73,227.74,0,0.44,0.64,8.14,1.09,193.52,11.21,107.38,1.18,2.3,0.39,1.24,6.14,9.38,2.47,1.42,15.2,26.9,9.11,0,8.75,2.54,17.14,8.2,40.42,18.18,29.25,25.3,0,37.02,49.02,50.89,83.64,48.38,49.17,15.34,2.6,1.03,"8.5","Kelloggg's Raisin Bran Crunch : gg's is a delicious cereal combining crunchy corn bran flakes with sweet raisins. It is high in fiber, low in fat and contains real fruit pieces."
"Kix","unparsed","generalMills","LOW_FAT, LOW_SODIUM","FAT_FREE, LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",85,85.68,0.83,0.14,0.01,0.24,0.31,19.88,17.76,2.11,2.34,1.85,0,143.04,136.8,12.24,53.52,7.68,4.18,45.36,210.96,6.1,0.47,0.48,5.82,0.55,317.76,4.56,184.32,1.37,0.79,0.07,0.05,0.67,4.28,1.28,0.69,6.63,8.45,3.69,0,5.96,13.68,2.91,1.14,42.67,38.01,6.48,23.44,6.77,39.1,36.92,36.38,42.46,79.44,57,5.28,0.48,0.04,"6.5","Kix :  is a delicious and classic cereal made with corn and rice, with a lightly sweet taste and crunchy texture. It's a healthy and nutritious breakfast option that is both enjoyable and easy to prepare."
"Kretschmer Wheat Germ","unparsed","nabisco","HIGH_FIBER, LOW_SODIUM","SUGAR_CONSCIOUS, LOW_SUGAR, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, KOSHER",414,414,11.18,1.91,NA,1.57,6.91,59.57,44.39,15.18,NA,26.62,0,13.8,44.85,274.85,1025.8,7.2,14.13,968.3,0,0,2.16,0.57,7.83,1.5,323.15,323.15,0,0,0,NA,NA,12.79,20.7,17.2,9.57,19.86,60.72,53.24,0,0.58,4.48,65.44,21.83,39.99,128.49,138.33,0,0,180.36,44.14,48.97,115,80.79,0,0,NA,NA,"8.5","Kretschmer Wheat Germ :  is a cereal made with toasted wheat germ and fortified with vitamins and minerals. It has a nutty, crunchy taste and is a good source of energy and fiber."
"Kretschmer Wheat Germ Regular","unparsed","post","HIGH_FIBER, LOW_SODIUM","SUGAR_CONSCIOUS, LOW_SUGAR, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, KOSHER",414,414,11.18,1.91,NA,1.57,6.91,59.57,44.39,15.18,NA,26.62,0,13.8,44.85,274.85,1025.8,7.2,14.13,968.3,0,0,2.16,0.57,7.83,1.5,323.15,323.15,0,0,0,NA,NA,12.79,20.7,17.2,9.57,19.86,60.72,53.24,0,0.58,4.48,65.44,21.83,39.99,128.49,138.33,0,0,180.36,44.14,48.97,115,80.79,0,0,NA,NA,"8","Kretschmer Wheat Germ Regular :  is a crunchy cereal made from whole wheat kernels and packed with fiber and protein for a nutritious breakfast. It also has a delicious, cocoa flavor that is sure to please the whole family."
"Krispies, Cocoa","unparsed","nabisco","HIGH_FIBER, LOW_CARB, LOW_SODIUM","SUGAR_CONSCIOUS, VEGAN, VEGETARIAN, PESCATARIAN, PALEO, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",196,196.08,11.78,6.94,NA,3.93,0.38,49.79,17.97,31.82,1.5,16.86,0,18.06,110.08,429.14,1310.64,11.92,5.86,631.24,0,0,0.07,0.21,1.88,0.1,27.52,27.52,0,0,0,0.09,2.15,2.58,9.8,18.13,34.7,16.6,127.28,33.71,0,0.75,11.01,102.18,27.89,66.22,53.24,90.18,0,0,5.59,15.94,11.74,7.81,6.88,0,0,0.57,1.79,"6.5.","Krispies, Cocoa :  are a rich, chocolate-flavored breakfast cereal, made with cocoa flavor and puffed rice for a delicious, crispy start to your day. Enjoy it as a cold cereal, warm cereal, or as part of a creative cereal recipe."
"Krispies, Rice","unparsed","quaker","LOW_FAT, LOW_SODIUM","FAT_FREE, LOW_FAT_ABS, SUGAR_CONSCIOUS, LOW_SUGAR, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",702,702,1.13,0.31,NA,0.35,0.3,154.71,154.71,NA,NA,12.89,0,1.95,17.55,68.25,167.7,1.56,2.26,210.6,NA,0,0.14,0.09,3.12,0.28,17.55,17.55,0,0,0,NA,NA,25.14,35.1,1.74,1.54,51.57,NA,25.78,0,0.08,1.75,16.25,3.57,8.67,20.56,30.09,NA,0,11.38,7.2,19.5,21.75,4.39,0,0,NA,NA,"8.5","Krispies, Rice :  is a classic cereal made with puffed rice that is well known for its iconic snap crackle and pop that occurs when adding milk. The iconic cereal has been around for generations and is a favorite for kids and adults alike."
"Life Cinnamon","unparsed","quaker","HIGH_FIBER, LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, VEGAN, VEGETARIAN, PESCATARIAN, PALEO, SPECIFIC_CARBS, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",308,308.26,1.55,0.43,0,0.31,0.08,100.58,34.31,66.27,2.71,4.98,0,12.48,1250.5,74.88,537.89,10.38,2.28,79.87,18.72,4.74,0.03,0.05,1.66,0.2,7.49,7.49,0,0,0,2.9,38.94,13.2,15.41,2.38,2.15,33.53,265.08,9.96,0,0.52,125.05,17.83,11.44,57.69,20.76,11.41,2.08,5.27,2.29,3.94,10.39,15.17,1.87,0,0,19.3,32.45,"8.5","Life Cinnamon :  is a crunchy cereal made with whole-grain oats, wheat, and real cinnamon for a sweet mellow flavor. It is a great source of fiber, vitamin D and whole-grain oats for a nutritious start to the day."
"Low Fat Granola","unparsed","kellog","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, SULPHITE_FREE, KOSHER",381,381.22,5.59,1.36,0,2.45,1.57,79.28,72.42,6.86,27.73,8.53,0,251.86,32.34,66.64,210.7,3.63,7.55,223.44,449.82,5.88,0.74,0.85,10,4,1346.52,18.62,781.06,11.76,2.06,2.38,1.27,3.43,19.06,8.59,6.81,26.43,27.44,17.05,0,10.49,3.23,15.87,4.48,20.14,68.6,31.92,49.98,6.53,62.07,65.58,62.48,307.57,336.63,490,13.72,15.88,1.06,"I apologize, but I cannot provide an accurate ranking for that specific product without more context such as personal taste preferences or nutrition information.","Low Fat Granola : 'sThis cereal is a nutritious blend of oats, grains, and raisins from Kellogg's, offering a heart-healthy and delicious breakfast option. It's low fat, low sugar, and high in fibre, making it a great option for those looking to stay healthy."
"Lucky Charms","unparsed","generalMills","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, SULPHITE_FREE, KOSHER",136,136.8,1.81,0.32,0,0.57,0.56,29.12,27.32,1.8,13.01,2.76,0,233.28,156.24,26.64,79.92,8.02,6.7,104.04,304.92,9.58,0.63,0.62,9.11,1.08,448.56,6.84,259.92,2.45,1.4,0.16,0.5,1.49,6.84,2.78,1.59,9.71,7.2,5.52,0,9.72,15.62,6.34,1.7,44.54,60.94,14.86,33.88,10.64,52.11,47.71,56.92,83.35,112.14,102,9.36,1.08,0.42,"6.5","Lucky Charms :  is a sweetened, multigrain breakfast cereal consisting of toasted oat pieces, marshmallows and coloured hexagonal-shaped pieces. It is one of the most popular kids cereals and has been around since 1963."
"Mini Wheats Sweetened","unparsed","post","HIGH_FIBER, LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, KOSHER",556,556.08,2.62,0.49,NA,0.3,1.1,124.72,103.72,21,0.69,17.39,0,3.36,45.36,211.68,666.96,5.39,4.42,828.24,0,0,0.66,0.16,8.06,0.46,68.88,68.88,0,0,0,1.7,NA,20.45,27.8,4.03,2.43,41.57,84,34.78,0,0.14,4.54,50.4,14.19,29.96,40.17,118.32,0,0,55.16,12.41,50.4,35.15,17.22,0,0,11.31,NA,"8.5","Mini Wheats Sweetened :  combines the goodness of bite size wheat biscuits with a light coating of natural sweetener for a deliciously wholesome cereal. Perfect for breakfast or as an anytime snack, this cereal provides a great source of fiber and 10 essential vitamins and minerals."
"Mini Wheats, Frosted","unparsed","post","HIGH_FIBER, LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, KOSHER",556,556.08,2.62,0.49,NA,0.3,1.1,124.72,103.72,21,0.69,17.39,0,3.36,45.36,211.68,666.96,5.39,4.42,828.24,0,0,0.66,0.16,8.06,0.46,68.88,68.88,0,0,0,1.7,NA,20.45,27.8,4.03,2.43,41.57,84,34.78,0,0.14,4.54,50.4,14.19,29.96,40.17,118.32,0,0,55.16,12.41,50.4,35.15,17.22,0,0,11.31,NA,"8.5","Mini Wheats, Frosted :  is a delicious, sweet cereal that is made of whole wheat and frosted for an added level of sweetness. It is also an excellent source of fiber and iron to keep you full and energized throughout your day."
"Mini-Wheats, Raisin","unparsed","kellog","LOW_FAT, LOW_SODIUM","FAT_FREE, LOW_FAT_ABS, VEGAN, VEGETARIAN, PESCATARIAN, PALEO, SPECIFIC_CARBS, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, KOSHER",433,433.55,0.67,0.08,NA,0.07,0.05,114.81,109.45,5.36,85.83,4.45,0,15.95,72.5,46.4,1086.05,2.73,0.32,146.45,0,3.34,0.15,0.18,1.11,0.25,7.25,7.25,0,0,0,0.17,5.08,22.37,21.68,1.03,0.42,38.27,21.46,8.9,0,0.66,7.25,11.05,23.11,15.14,2.9,20.92,0,3.71,12.81,13.94,6.94,19.41,1.81,0,0,1.16,4.23,"I'm sorry, but I am not familiar with a cereal called Mini-Wheats Raisin made by Kellogg's. I suggest you provide me with a list of options to choose from.","Mini-Wheats, Raisin : 's is a sweet and crunchy cereal filled with raisins, oats and wheat flakes. It's a great way to start your day with a healthy combination of flavour and nutrition."
