gender,sat,gpa,aptitude_test,admissions_interview_1,admissions_interview_2,extracurricular_score,accepted
Male,1150,3.02,31,5,2,2,0
Male,1060,3.18,32,4,2,2,1
Female,1230,3.48,89,4,4,3,1
Female,1320,3.39,54,4,3,3,0
Female,960,2.88,37,4,3,1,0
Female,1040,3.54,51,3,4,2,0
Male,1260,3.28,32,4,2,3,0
Female,1070,3.45,48,3,4,4,0
Male,950,3.65,95,4,3,2,0
Male,1350,3.54,100,3,2,3,0
Male,930,3.55,47,4,3,3,0
Male,1090,2.74,88,2,3,2,0
Male,960,2.93,86,3,4,2,0
Female,1420,3.59,62,4,4,2,1
Female,970,3.1,51,3,3,4,0
Female,1240,3.55,55,4,4,5,0
Male,1050,3.02,65,3,2,2,0
Male,1320,2.95,87,3,2,2,0
Male,1320,3.67,84,2,2,3,0
Male,1230,3.07,67,3,3,2,0
Female,1240,3.68,65,3,3,5,0
Male,1340,3.05,34,4,4,2,1
Male,1270,3.17,76,3,2,3,0
Male,920,3.11,43,3,2,2,0
Female,1440,3.48,73,3,4,1,0
Male,1110,3.05,41,2,4,3,0
Male,1020,2.95,21,3,2,3,0
Male,1150,2.81,32,4,3,2,1
Male,1040,2.91,56,3,4,3,0
Male,1220,3.44,29,3,4,3,0
Male,1360,3.54,54,4,2,3,1
Male,1140,3.21,54,3,2,3,0
Female,1030,3.53,59,2,3,2,0
Male,1230,3.4,33,4,3,3,1
Female,1240,3.38,63,3,3,5,0
Male,1350,3.09,88,4,2,3,1
Female,1110,3.32,59,4,3,2,0
Female,790,3.28,49,4,3,4,0
Female,1050,3.33,48,2,4,1,0
Male,1070,3.48,65,3,4,2,0
Male,980,3.28,79,2,4,3,0
Male,1340,3.12,60,4,4,3,1
Male,1190,3.1,98,3,4,3,0
Female,1270,3.31,49,4,3,4,0
Female,820,2.7,61,4,3,1,0
Male,1310,2.85,79,4,2,2,1
Female,640,2.86,58,3,3,2,0
Female,1120,3.65,71,4,4,5,1
Male,1140,3.24,54,3,2,3,0
Female,1330,3.68,78,3,3,2,0
Male,1240,3.38,44,4,4,3,1
Female,1140,3.17,58,2,3,4,0
Female,1320,3.56,61,3,3,5,0
Female,1230,3.52,57,3,4,3,0
Female,860,3,61,2,5,1,0
Female,1240,3.33,25,3,4,4,0
Female,930,3.1,49,4,3,1,0
Female,1270,3.49,69,2,4,5,0
Male,1250,2.81,64,2,2,2,0
Male,1040,3.51,71,4,3,2,1
Female,1260,3.55,62,1,4,3,0
Male,1000,3.41,28,3,3,2,0
Female,1250,3.44,38,3,3,2,0
Female,1480,3.43,91,3,4,1,0
Female,590,3.23,55,4,3,4,0
Female,1230,3.57,70,4,3,4,0
Female,1250,3.58,20,3,4,4,0
Female,930,2.89,77,2,3,3,0
Female,1110,3.49,85,5,3,4,0
Male,1260,3.56,83,3,3,3,1
Male,1370,2.73,65,2,4,2,0
Female,1220,3.36,70,3,4,4,0
Male,1350,3.29,39,4,4,3,0
Female,1020,3.35,62,2,4,5,0
Female,650,3.13,67,3,3,1,0
Male,1000,3.17,68,2,2,3,0
Male,1030,3.67,87,4,3,3,1
Female,990,2.57,84,3,4,3,0
Female,1030,3.38,50,5,3,1,0
Female,940,2.93,52,3,3,3,0
Male,1180,3.6,24,3,2,2,0
Male,1430,3.67,50,4,4,2,1
Female,1280,3.48,58,4,4,3,0
Female,1360,3.48,78,3,3,5,0
Male,1260,3.41,81,2,4,3,0
Male,1180,3.42,53,3,4,2,0
Female,1060,3.42,18,3,4,2,0
Female,1090,3.36,94,4,4,1,1
Female,1070,3.51,49,2,3,4,0
Female,900,3.42,77,3,4,1,0
Female,1200,3.46,87,4,3,5,0
Female,1280,3.54,57,3,3,4,0
Male,1350,3.23,33,4,4,3,1
Male,1310,3.31,29,3,4,3,0
Female,1300,3.56,73,4,4,2,1
Male,930,2.91,84,3,2,3,0
Female,1240,3.61,69,2,4,3,0
Female,810,3.13,58,3,3,3,0
Female,810,3,66,2,3,2,0
Male,1200,3.17,48,3,3,2,0
Female,1260,3.58,84,3,4,5,1
Female,1370,3.48,79,3,3,1,0
Female,1060,3.48,82,4,4,3,1
Female,1060,3.51,61,4,4,2,0
Female,1250,3.39,34,2,3,5,0
Male,1010,3.01,44,2,3,3,0
Male,1270,2.89,67,4,4,2,1
Female,880,3.1,84,4,3,3,0
Male,1080,3.55,100,2,3,2,1
Male,1140,3.35,65,2,3,3,1
Female,710,3.06,84,3,4,1,0
Female,960,3.07,65,3,3,1,0
Female,1020,3.58,46,3,3,3,0
Male,760,3.65,23,2,2,2,1
Male,1260,2.91,42,4,2,3,1
Female,1090,3.51,50,3,4,5,0
Male,900,2.74,53,2,4,2,0
Male,1270,3.17,36,3,4,3,0
Female,990,3.1,77,3,4,3,0
Female,1270,3.59,80,4,4,4,1
Male,830,3.52,22,4,2,3,1
Male,1100,3.15,37,4,4,2,0
Female,1140,3.65,89,4,4,3,1
Male,1280,3.21,35,3,3,3,1
Male,1300,3.2,63,4,3,2,0
Male,1330,3.15,39,4,2,2,0
Male,1040,3.65,27,3,4,3,0
Female,1060,3.6,83,2,2,2,0
Male,1090,3.09,61,4,4,2,1
Male,1360,2.74,91,4,2,2,1
Male,970,2.92,29,4,2,3,1
Male,980,3.32,30,2,3,2,0
Female,1180,3.57,77,4,3,2,0
Female,1310,3.56,87,4,4,5,1
Female,1300,3.54,77,1,4,5,0
Male,1380,2.84,40,4,4,2,0
Female,660,3.11,72,3,2,4,0
Female,1020,3.49,83,4,3,2,0
Male,1250,2.72,90,4,3,2,1
Male,1240,3.46,94,4,4,3,1
Female,1320,3.53,78,3,3,1,0
Male,810,2.89,24,2,4,3,0
Male,1060,3.66,36,4,2,3,0
Male,1350,3.62,63,4,2,2,1
Female,1280,3.51,79,4,3,2,0
Female,970,2.81,60,3,3,5,0
Female,1170,3.61,83,4,4,1,1
Female,1190,3.34,73,3,3,1,0
Male,1340,3.24,70,3,3,2,0
Female,1600,3.55,78,3,3,5,0
Female,1230,3.36,69,3,4,3,0
Female,1290,3.77,77,3,3,2,0
Male,1160,3.5,57,4,3,2,0
Male,610,3.45,66,4,4,2,0
Female,800,2.79,42,5,3,3,0
Male,1170,3.06,41,3,2,3,0
Male,820,3.42,62,4,4,2,1
Female,870,3.03,65,3,4,5,0
Female,940,3.17,66,3,4,4,0
Male,1460,3.13,23,4,2,3,0
Male,1330,3.17,34,4,3,3,0
Female,1070,3.57,51,3,4,2,0
Female,1060,3.45,46,3,3,2,0
Female,1000,3.19,59,3,3,5,0
Female,1160,3.53,81,3,3,3,0
Female,730,2.84,45,3,4,2,0
Female,1340,3.43,72,2,3,4,0
Female,670,3.19,41,3,4,5,0
Male,1010,3.33,34,3,3,2,0
Female,1280,3.39,73,2,3,5,0
Female,1410,3.41,80,3,4,4,0
Female,1120,3.61,55,3,3,3,0
Female,790,2.89,27,3,3,4,0
Male,1110,2.73,82,3,4,2,0
Male,690,3.61,48,4,3,3,1
Male,1070,3.39,96,3,4,2,0
Male,1310,3.16,45,4,4,2,0
Male,1410,2.95,21,4,4,2,1
Male,1150,2.82,39,4,3,3,0
Male,1150,3.08,57,3,4,2,0
Female,1230,3.41,61,2,4,3,0
Female,1160,3.57,63,3,4,4,0
Male,1110,3.31,37,4,2,2,1
Male,840,3.46,82,2,4,3,0
Female,1020,3.46,78,4,3,4,1
Male,1300,2.93,53,4,2,2,1
Female,790,2.96,67,4,3,1,0
Male,950,2.96,78,3,2,3,0
Female,1120,3.28,54,4,3,1,0
Female,1110,3.53,56,4,3,5,0
Female,1170,3.53,49,3,4,3,0
Female,1230,3.54,58,3,5,1,0
Male,890,3.5,33,3,4,2,0
Female,790,3.05,51,2,3,3,0
Male,820,3.04,91,3,2,3,0
Female,1370,3.62,89,4,4,3,0
Female,1160,3.4,58,3,4,3,0
Male,960,3.62,65,3,3,2,0
Male,1130,3,45,3,4,3,0
Female,1240,3.4,77,4,4,3,1
Female,1290,3.34,37,4,5,1,0
Male,920,3.46,51,3,3,2,0
Female,1230,3.72,29,3,4,4,0
Female,1590,3.58,78,4,4,4,1
Female,920,3.29,55,3,4,1,0
Male,1300,3.53,37,4,3,3,0
Female,1200,3.56,87,3,4,4,0
Female,1170,3.48,65,3,3,4,0
Female,1060,3.6,56,3,3,3,0
Male,880,3.53,91,4,2,2,0
Male,1160,3.07,21,3,3,3,0
Female,1500,3.34,80,5,4,1,0
Female,1240,3.39,59,2,3,3,0
Male,1070,3.54,95,3,4,2,0
Male,1340,3.07,21,4,4,2,1
Male,1190,2.94,31,4,3,3,0
Female,880,3.08,33,3,3,2,0
Female,1060,3.48,55,5,4,3,0
Female,1550,3.35,35,3,4,1,0
Male,1330,3.38,32,2,2,3,0
Male,1160,3.03,89,3,2,3,0
Male,900,3.33,93,3,4,3,0
Female,1020,3.62,67,3,3,5,0
Male,1330,3,43,4,4,2,1
Female,830,2.84,54,3,4,5,0
Female,1530,3.48,45,4,4,3,0
Female,920,3.16,20,3,3,3,0
Female,950,3.18,61,3,3,5,0
Male,1040,2.93,51,3,4,2,0
Male,1480,2.88,23,2,3,2,0
Female,1140,3.35,72,3,3,3,0
Male,1260,3.5,96,3,3,3,0
Female,1250,3.43,74,2,2,2,0
Male,1150,3.35,69,2,4,2,0
Male,1310,3.41,90,3,3,2,0
Male,1170,3.32,63,4,2,2,1
Male,780,2.78,80,3,2,3,0
Female,1080,3.48,54,4,3,2,0
Female,580,2.96,64,4,4,2,1
Female,1000,2.81,51,3,4,3,0
Female,1340,3.56,62,3,4,1,0
Male,1010,3.2,56,3,4,2,0
Female,1600,3.6,87,3,2,4,0
Male,1040,3.43,80,4,4,2,1
Male,1060,3.07,83,4,4,2,0
Male,1030,3.53,46,3,3,2,0
Female,1070,3.54,44,5,4,1,0
Female,1340,3.41,88,4,4,2,1
Female,750,2.82,56,3,4,3,0
Male,950,3.25,89,4,4,3,1
Female,980,3.35,68,4,4,5,1
Female,1160,3.47,51,2,4,1,0
Male,1090,3.15,66,4,4,2,0
Female,900,3.11,52,3,3,1,0
Male,1220,3.43,98,4,4,2,0
Male,1510,3.51,66,2,3,2,0
Male,1300,3.06,63,5,2,2,0
Male,790,2.79,80,4,2,3,0
Male,1140,3.27,55,4,4,3,1
Male,1090,3.62,26,3,4,3,0
Male,990,2.98,28,4,4,2,1
Male,900,3.59,86,4,3,3,0
Male,1380,2.88,99,4,4,3,1
Female,1010,3.51,78,4,4,5,1
Female,930,3.12,24,3,3,5,0
Female,1050,3.53,73,4,4,5,1
Male,1130,2.87,62,4,3,3,0
Female,1220,3.57,55,3,3,1,0
Female,1130,3.65,63,3,4,5,0
Female,940,3.17,57,2,4,1,0
Male,1340,3.06,41,3,4,2,0
Female,1240,3.62,90,4,4,5,1
Female,1280,3.27,67,4,4,2,1
Male,1260,3.25,92,2,4,3,0
Female,1380,3.54,77,4,4,3,1
Male,850,3.15,59,4,4,2,0
Male,1110,3.24,54,3,2,2,0
Male,820,3.69,85,3,2,2,0
Male,1460,3.03,97,4,2,2,0
Male,1390,3.69,92,2,2,3,0
Male,1340,3.11,46,4,3,2,0
Male,1100,2.94,55,3,3,2,0
Male,1310,3.62,82,3,4,3,0
Male,1260,2.92,59,2,4,3,0
Male,1130,3.11,93,4,4,3,1
Male,1330,3.28,39,4,3,2,0
Male,1270,3.24,90,4,3,2,0
Female,1030,3.49,27,3,4,3,0
Female,1200,3.62,55,3,3,1,0
Male,830,3.42,89,4,3,3,0
Male,760,3.68,97,3,4,2,0
Male,1510,3.12,53,3,4,2,0
Male,920,3.67,93,4,2,2,1
Female,1260,3.54,75,3,3,4,0
Female,1100,3.47,41,5,3,4,0
Female,1370,3.7,71,2,4,4,0
Female,970,3.1,44,4,3,5,0
Female,960,3.08,54,4,3,1,0
Male,1230,3.69,57,3,3,2,0
Male,950,3.48,39,2,3,3,0
Female,1110,3.56,71,2,3,5,0
Male,1260,3,65,3,4,3,0
Male,1240,3.23,81,4,4,3,0
Female,900,2.97,26,4,3,5,0
Male,1000,3.44,54,3,2,3,0
Male,880,2.83,92,2,3,2,0
Female,950,3.26,81,3,4,3,1
Female,960,2.94,66,3,4,3,0
Female,1270,3.57,76,3,3,5,0
Female,1030,3.36,70,4,4,1,1
Female,820,3,61,4,4,2,1
Female,1140,3.62,57,3,3,2,0
Male,1290,3.3,21,3,4,3,0
Male,1110,2.89,47,2,2,2,0
Female,1390,3.73,47,3,3,1,0
Female,1230,3.6,86,3,4,1,0
Female,720,3.45,50,2,3,2,0
Male,900,2.93,97,4,3,3,1
Female,1150,3.45,69,2,3,1,0
Male,1180,3.67,63,3,3,2,0
Female,1120,3.54,46,2,3,4,0
Male,1400,2.88,44,2,2,2,0
Female,1390,3.17,66,3,4,4,0
Female,760,3.14,57,3,3,2,0
Male,970,3.26,84,4,4,2,0
Female,760,3,67,2,3,2,0
Female,840,2.83,54,3,3,1,0
Male,1100,3.11,37,4,2,3,0
Male,1210,3.18,41,2,3,3,0
Male,1120,2.83,59,4,2,2,0
Male,890,2.73,30,4,3,3,0
Male,1110,3,86,3,3,3,0
Male,900,3.44,70,3,4,2,0
Male,1400,3.35,60,4,2,2,1
Female,1150,3.49,74,4,4,4,1
Female,1070,3.39,43,2,3,3,0
Female,1150,3.45,83,4,4,5,1
Female,990,3.08,59,4,3,4,0
Male,950,3.13,65,1,4,2,0
Female,1340,3.48,86,3,3,3,0
Male,860,2.73,53,2,4,3,0
Female,960,2.87,43,3,2,4,0
Male,1410,2.89,77,3,3,2,0
Male,1150,3.47,36,3,2,2,0
Male,950,3.01,72,3,2,2,0
Male,980,3.07,61,4,3,2,1
Male,840,2.79,23,3,3,2,0
Female,960,3.11,48,3,4,3,0
Female,1220,3.56,75,4,4,3,1
Female,1050,3.58,35,4,3,3,0
Female,900,3,46,2,4,4,0
Female,970,3.24,67,3,4,3,0
Male,830,3.2,100,2,2,3,0
Female,1200,3.43,58,3,4,4,0
Male,1490,2.72,40,3,3,3,0
Male,1470,3.42,69,4,2,2,1
Male,1190,3.4,28,4,4,3,1
Female,1100,3.56,80,4,4,5,1
Female,1280,3.54,87,4,3,3,0
Male,960,3.02,95,2,4,2,0
Male,1350,3.43,60,3,3,2,0
Male,1140,3.64,30,4,2,2,1
Female,1370,3.55,39,2,3,2,0
Male,970,3.55,92,3,4,2,0
Female,1030,3.4,91,3,4,4,0
Female,970,3.44,68,3,4,5,0
Female,1180,3.43,62,4,3,1,0
Female,1000,2.92,80,4,4,1,0
Male,860,2.91,61,2,3,3,0
Male,1260,3.66,67,4,4,2,1
Female,1020,3.52,46,2,3,5,0
Female,940,3.08,29,4,3,3,0
Female,860,3.09,65,3,3,1,0
Male,1320,3.63,61,2,4,3,0
Male,1130,3.31,39,4,4,2,0
Female,1020,3.57,34,2,3,1,0
Male,900,3,89,3,2,3,0
Female,1480,3.44,45,4,4,2,1
Female,480,3.08,51,3,3,2,0
Male,990,3.38,53,4,3,2,1
Female,1300,3.51,73,4,2,2,0
Male,1180,3.02,48,4,2,2,0
Male,1380,3.05,54,3,3,2,0
Male,890,3.55,34,3,4,2,0
Male,1190,2.8,98,4,4,3,0
Female,990,3.03,62,4,4,4,1
Female,1430,3.39,83,3,4,1,0
Male,1160,3.06,76,2,3,3,0
Female,830,3.28,64,4,4,3,1
Male,1170,2.84,69,3,3,3,0
Female,1220,3.62,80,4,4,3,1
Female,1320,3.45,57,3,3,1,0
Female,1450,3.47,72,4,4,5,0
Female,1150,3.59,33,2,4,4,0
Male,870,3.2,96,3,2,2,0
Female,1370,3.45,45,3,4,3,0
Male,1240,3.34,83,4,2,3,1
Male,1250,3.59,64,4,4,2,1
Female,1020,3.48,33,4,4,1,0
Female,1120,3.35,79,4,4,4,0
Male,1090,2.88,41,4,4,2,0
Female,1040,3.56,38,2,3,3,0
Female,1010,3.58,63,2,3,3,0
Male,1260,2.81,40,4,3,2,1
Female,1070,3.6,43,3,3,1,0
Male,840,3.22,40,3,3,3,0
Male,1150,3.35,29,4,3,3,1
Female,1280,3.46,67,3,3,3,0
Male,1180,2.95,46,4,3,2,1
Female,1070,3.36,39,3,4,2,0
Female,1240,3.56,43,4,3,5,0
Female,810,3.43,69,3,4,1,0
Female,1270,3.67,50,4,4,4,0
Male,1090,3.05,28,3,2,2,0
Female,980,2.87,71,3,4,4,0
Male,1100,3.31,63,4,2,2,1
Male,1210,3.36,93,4,4,2,1
Male,1150,3.26,25,2,2,2,0
Male,960,3.23,63,4,4,2,0
Male,890,2.77,36,2,4,3,0
Female,940,2.79,69,2,3,1,0
Male,1260,2.76,80,3,4,2,0
Female,1270,3.5,63,2,3,4,0
Female,1270,3.53,76,3,4,4,0
Female,1360,3.49,46,2,4,3,0
Female,1040,3.42,66,3,3,3,0
Male,1410,3.51,49,2,3,3,0
Male,1260,2.78,65,3,3,2,0
Female,900,3.23,8,2,2,4,0
Male,1340,2.9,93,3,2,2,0
Female,740,3.14,12,3,4,5,0
Female,1020,3.48,53,4,4,3,0
Female,1230,3.67,78,5,3,1,0
Female,1170,3.5,55,2,4,3,0
Male,820,2.94,74,3,3,2,0
Female,1420,3.6,74,3,3,4,0
Male,740,3.68,87,3,2,3,0
Male,1240,3.32,64,2,3,3,0
Male,1150,3.3,44,3,2,2,0
Female,1370,3.57,69,4,4,2,1
Female,1430,3.53,97,3,4,2,0
Male,1320,3.57,35,3,3,3,0
Female,910,2.97,59,4,4,4,0
Female,1240,3.49,70,4,4,2,1
Female,960,2.96,70,4,4,5,1
Male,910,3.4,88,2,3,3,0
Male,1100,3.17,67,3,3,2,0
Female,1170,3.47,82,4,4,1,1
Male,1080,3.26,91,3,3,3,0
Male,860,3.21,95,3,4,3,0
Male,1350,3.28,47,3,2,3,0
Female,910,2.88,60,3,3,3,0
Female,880,2.85,64,4,4,2,0
Male,1080,2.95,48,3,4,2,0
Male,890,3.05,31,3,3,2,0
Male,1190,2.77,63,4,3,2,1
Male,930,3.24,44,4,4,3,1
Male,930,3.62,53,4,3,2,1
Female,1390,3.51,75,3,3,2,0
Female,1170,3.62,32,3,3,2,0
Female,1110,3.49,58,4,3,1,0
Female,1110,3.55,73,3,3,5,0
Female,1140,3.53,59,3,3,5,0
Female,920,3.57,59,2,4,4,0
Male,1190,3.67,43,4,4,3,0
Female,1270,3.59,75,4,3,5,0
Male,440,3.05,20,4,2,2,0
Male,1280,3.63,48,2,2,3,0
Female,1090,3.43,62,4,4,1,1
Male,970,2.82,74,4,2,3,0
Male,1150,2.75,37,3,4,2,0
Male,810,2.74,69,4,4,3,0
Female,920,2.99,57,3,3,1,0
Male,1070,3.06,100,4,2,3,0
Male,740,3.04,66,3,3,3,0
Male,1040,2.9,66,3,2,3,0
Female,1040,3.51,59,3,4,4,0
Male,990,3.24,66,3,2,3,0
Male,790,3.17,50,2,3,2,0
Female,1220,3.5,89,3,3,2,0
Female,1370,3.47,76,4,5,3,1
Male,1280,2.78,89,2,4,2,0
Male,750,3.15,70,3,3,3,0
Male,1260,3.45,44,3,3,3,0
Female,750,2.87,63,4,4,1,0
Male,930,3.61,96,3,2,3,0
Female,1360,3.6,64,4,3,4,0
Female,1070,3.48,50,3,3,2,0
Female,1100,3.5,43,3,3,3,0
Male,1010,3.23,30,4,4,2,0
Female,1220,3.29,72,3,4,3,0
Female,1160,3.4,71,3,4,2,0
Female,1100,3.58,65,2,4,4,0
Male,1180,2.95,40,3,2,3,0
Female,1190,3.37,66,3,3,5,0
Male,1320,3.21,71,4,4,2,0
Female,890,3.13,62,3,4,5,0
Male,1380,2.74,47,3,2,2,1
Female,1020,3.44,41,1,4,4,0
Male,1130,2.93,35,2,3,3,0
Male,1220,2.91,78,2,2,2,0
Male,980,3.64,44,2,2,3,0
Male,1420,3.13,84,2,2,2,0
Female,1180,3.48,24,3,4,5,0
Female,1250,3.49,76,3,3,4,0
Female,940,2.98,49,3,3,1,0
Female,980,3.38,51,4,4,1,0
Female,1250,3.57,21,3,4,5,0
Female,670,3.04,59,4,3,5,0
Male,1090,3.7,35,2,4,2,0
Female,1240,3.56,57,3,4,1,0
Male,980,3.2,82,3,3,2,0
Male,1170,3.13,67,4,4,2,1
Male,910,3.56,36,3,4,2,0
Male,1080,2.8,50,2,4,3,0
Male,1250,3.06,23,4,3,2,0
Female,1050,3.58,51,3,4,3,0
Female,1040,3.49,52,4,4,1,0
Male,790,2.86,82,2,4,3,0
Female,1020,3.57,39,2,4,1,0
Male,890,3.4,28,4,3,3,1
Female,1230,3.7,85,3,3,2,0
Female,980,3.35,55,2,4,4,0
Male,1010,2.91,80,4,2,3,1
Female,1250,3.6,57,2,3,4,0
Female,1040,3.5,73,3,3,4,0
Female,940,3,60,4,3,5,0
Female,1040,3.43,57,4,4,1,0
Male,1120,3.25,98,4,4,3,1
Female,1070,3.55,59,3,2,3,0
Male,1010,3.3,50,3,3,2,0
Male,1210,3.31,20,4,4,3,0
Female,1470,3.31,80,3,4,4,0
Female,1040,3.49,33,3,3,3,0
Male,1510,3.36,98,4,3,2,1
Female,1080,3.49,61,3,3,1,0
Male,1310,3.51,90,5,2,3,0
Female,870,3.67,61,3,2,1,0
Female,970,3.07,45,3,5,3,0
Male,920,3.38,71,3,4,3,0
Male,1140,3.44,40,2,2,3,0
Female,1280,3.29,43,2,3,3,0
Female,960,2.98,65,4,4,1,1
Male,610,3.17,78,4,2,2,1
Female,1300,3.6,73,4,3,2,0
Female,880,3.14,41,2,4,4,0
Female,860,3.23,68,2,4,4,0
Male,1170,2.83,46,3,3,2,0
Female,1290,3.59,50,3,3,3,0
Female,1080,3.46,31,3,3,2,0
Male,1150,3.68,94,3,2,3,0
Male,1360,2.75,87,5,3,2,0
Female,1130,3.44,63,5,4,3,1
Female,740,3.24,53,4,3,5,0
Male,1150,3.51,66,2,4,2,0
Male,900,2.99,36,3,3,2,0
Female,1140,3.4,77,4,4,1,1
Female,1120,3.46,76,3,3,5,0
Male,1170,3.08,49,4,3,3,0
Female,1050,3.55,47,2,4,3,0
Female,1030,3.49,31,3,3,1,0
Male,1020,3.5,49,3,2,2,0
Male,980,3.4,66,4,2,2,1
Female,1430,3.38,60,3,3,3,0
Female,1350,3.56,52,2,4,3,0
Male,870,3.29,51,3,2,3,0
Male,1160,3.47,77,2,3,3,0
Male,1090,3.67,70,3,4,3,0
Male,1280,3.62,75,3,4,2,0
Male,1270,3.34,22,4,2,3,0
Male,870,2.8,52,4,2,3,0
Male,1330,3.34,22,3,4,2,0
Female,910,3.28,63,3,4,2,0
Male,1080,3.38,99,4,4,2,0
Male,1330,3.55,66,4,2,3,1
Male,1370,3.34,64,3,3,2,0
Female,1490,3.35,98,2,4,4,0
Female,1080,3.55,52,2,3,3,0
Male,670,3.35,55,3,4,3,0
Female,880,3.01,95,3,3,2,0
Male,1020,3.39,33,4,2,2,0
Male,630,3.59,50,3,2,2,0
Female,1320,3.28,79,4,3,1,0
Female,1200,3.68,75,4,3,4,0
Male,660,3.14,55,4,3,3,0
Male,1110,2.97,31,2,4,3,0
Female,1210,3.37,82,2,4,3,0
Male,1120,3.17,44,3,2,3,0
Male,1000,2.75,50,4,3,2,1
Female,1240,3.52,40,4,4,3,0
Female,1250,3.54,85,4,4,2,1
Male,1130,2.86,22,4,3,3,1
Female,1130,3.44,58,4,3,3,0
Female,1300,3.81,81,4,4,3,1
Female,920,3.38,48,4,2,4,0
Female,890,2.82,37,4,4,1,1
Female,1080,3.59,80,2,4,3,0
Female,1210,3.64,61,4,4,4,1
Female,1340,3.42,48,4,4,1,1
Male,1130,3.27,65,4,2,3,1
Female,1210,3.36,57,3,3,4,0
Male,1090,3.33,38,4,4,2,1
Female,1040,3.49,61,3,4,4,0
Female,1210,3.73,79,3,4,2,1
Female,1380,3.47,29,4,4,3,0
Male,1070,2.92,38,2,4,2,0
Female,550,2.88,34,2,4,1,0
Male,1250,3.52,26,4,2,3,0
Female,1020,3.52,59,4,3,1,0
Male,820,2.94,34,2,3,3,0
Female,1220,3.42,60,4,3,5,0
Male,850,3.65,34,3,3,3,0
Male,1120,3.06,68,3,3,2,0
Female,1090,3.49,61,3,4,4,0
Female,1080,3.41,33,4,3,4,0
Male,1200,3.13,61,4,2,3,1
Male,680,2.81,100,3,3,3,0
Male,1570,2.84,88,4,2,2,1
Female,1080,3.61,50,4,4,5,0
Male,950,3.27,43,4,2,3,0
Female,910,3.04,66,3,3,5,0
Female,1190,3.59,75,4,4,1,1
Male,810,3.07,81,2,4,3,0
Male,820,2.96,48,3,2,2,0
Male,880,2.84,75,1,3,3,0
Male,1340,3.69,57,4,3,2,1
Female,1300,3.51,56,3,3,2,0
Female,1110,3.42,82,3,3,2,0
Female,1190,3.53,54,2,3,5,0
Female,1100,3.6,61,3,4,5,0
Female,1480,3.4,86,4,4,1,1
Female,1320,3.6,78,4,4,3,1
Male,1370,3.65,86,2,2,2,0
Female,1140,3.36,71,4,4,5,1
Male,1230,3.37,45,2,2,3,0
Male,810,3.63,47,3,2,3,0
Female,1340,3.63,53,3,3,5,0
Male,1010,2.97,60,5,2,3,0
Male,1000,3.17,83,3,3,3,0
Female,1100,3.34,51,3,3,2,0
Male,1060,3.69,81,3,3,2,0
Male,950,2.92,97,4,4,3,0
Female,1190,3.42,52,3,4,2,0
Female,950,3.31,41,3,4,5,0
Male,940,3.33,67,3,2,3,0
Male,1000,3.35,93,2,2,2,0
Male,900,3.02,43,3,2,3,0
Male,1080,3.04,51,3,3,3,0
Female,1030,3.44,69,4,3,4,0
Male,990,2.76,58,4,3,2,1
Male,1140,3.46,59,3,4,2,0
Male,690,3.4,94,3,3,2,0
Female,1100,3.52,60,4,4,4,1
Male,1230,3.32,83,3,3,3,0
Male,1230,3.05,96,4,3,2,0
Male,1280,3.27,96,4,2,3,1
Male,1500,3.24,55,4,2,2,0
Male,1190,3.64,100,3,2,3,0
Female,920,2.82,27,4,3,3,0
Female,1330,3.57,74,3,3,3,0
Male,850,3.67,88,4,4,3,1
Female,1120,3.37,66,3,4,1,0
Male,1130,3.06,53,3,2,3,1
Female,1320,3.47,83,4,3,4,0
Male,1490,2.94,56,3,2,3,0
Female,710,2.93,53,3,4,5,0
Male,1290,3.19,42,3,4,2,0
Female,840,3.27,60,3,3,4,0
Female,1440,3.5,81,3,4,2,0
Male,1300,3.23,99,2,2,2,0
Male,1140,3.58,39,3,3,3,0
Male,980,3.69,60,4,3,2,1
Male,570,3.15,78,4,4,2,0
Female,1300,3.41,76,3,2,5,0
Male,1310,3.08,58,4,2,2,1
Female,1100,3.42,59,4,2,3,0
Male,1380,3.09,80,4,2,3,1
Female,830,3.38,65,4,4,2,1
Female,1310,3.74,77,3,3,5,0
Female,1230,3.53,50,3,4,4,0
Male,560,3.36,84,4,4,2,1
Male,1020,2.96,39,2,2,2,0
Female,840,3.34,55,4,2,4,0
Female,1280,3.54,64,3,3,3,0
Male,900,3.05,30,3,2,2,0
Male,1240,3.51,65,3,4,2,0
Female,960,3.33,59,3,4,3,0
Female,1080,3.38,66,3,4,5,0
Female,1340,3.4,62,4,4,2,1
Male,910,3.12,68,4,2,2,1
Female,1410,3.51,60,2,3,2,0
Female,1250,3.49,50,3,3,1,0
Female,1340,3.38,76,4,4,5,1
Male,1310,3.47,58,2,4,3,0
Male,600,2.74,28,4,2,3,0
Female,1020,3.45,43,3,3,2,0
Female,760,3.28,29,3,4,5,0
Male,1200,2.92,47,2,2,3,0
Male,1290,3.21,86,4,2,3,0
Male,930,2.73,24,3,3,2,0
Male,950,3.15,46,4,2,2,1
Male,730,2.74,42,2,4,3,0
Male,1210,3.53,23,3,3,2,0
Male,1340,2.88,67,3,4,3,0
Female,710,3.23,46,3,3,1,0
Male,690,3.3,87,3,2,3,0
Female,1350,3.57,70,3,3,5,0
Male,1280,3.61,85,4,2,3,0
Female,1320,3.51,46,3,3,1,0
