"Timestamp","Age","Gender","City","Position","Total.years.of.experience","Years.of.experience.in.Germany","Seniority.level","Your.main.technology...programming.language","Other.technologies.programming.languages.you.use.often","Yearly.brutto.salary..without.bonus.and.stocks..in.EUR","Yearly.bonus...stocks.in.EUR","Annual.brutto.salary..without.bonus.and.stocks..one.year.ago..Only.answer.if.staying.in.the.same.country","Annual.bonus.stocks.one.year.ago..Only.answer.if.staying.in.same.country","Number.of.vacation.days","Employment.status","Сontract.duration","Main.language.at.work","Company.size","Company.type","Have.you.lost.your.job.due.to.the.coronavirus.outbreak.","Have.you.been.forced.to.have.a.shorter.working.week..Kurzarbeit...If.yes..how.many.hours.per.week","Have.you.received.additional.monetary.support.from.your.employer.due.to.Work.From.Home..If.yes..how.much.in.2020.in.EUR","Years.of.experience","Your.level","Current.Salary","Salary.one.year.ago","Salary.two.years.ago","Are.you.getting.any.Stock.Options.","Zeitstempel","Position..without.seniority.","Yearly.brutto.salary..without.bonus.and.stocks.","Yearly.bonus","Yearly.stocks","Yearly.brutto.salary..without.bonus.and.stocks..one.year.ago..Only.answer.if.staying.in.same.country","Yearly.bonus.one.year.ago..Only.answer.if.staying.in.same.country","Yearly.stocks.one.year.ago..Only.answer.if.staying.in.same.country","Number.of.home.office.days.per.month","Company.name","Company.business.sector","X0"
"24/11/2020 11:44:10",26,"Male","Berlin","Software Engineer","8","3","Lead","Go","Python, PHP, Javascript / Typescript, Go, Google Cloud, Kubernetes, Docker",85000,"",75000,"","28","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:44:18",31,"Female","Berlin","Analytics engineer","6","2","Middle","SQL","Python",60000,"",50000,"500","27","Full-time employee","Unlimited contract","English","101-1000","Startup","No",NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:44:34",30,"Male","Berlin","Software Engineer","10","2","Senior","Scala","Python, Java / Scala, AWS, Docker",72000,"",70000,"","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:44:51",38,"Male","Berlin","Localization producer","17","3","Middle","","",68500,"30000",62400,"122000","25","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"8000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:44:59",43,"Male","Berlin","Mobile Developer","5","3","Senior","Kotlin","Kotlin, Java / Scala",72000,"",68000,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:45:28",33,"Male","Berlin","Software Engineer","5","1","Middle","python","Kubernetes",65000,"",65000,"","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:45:31",31,"Male","Berlin","Software Engineer","9","","Senior","C#, .net core","Python, .NET, AWS, Azure, Kubernetes, Docker",60000,"",NA,"","25","Full-time employee","Unlimited contract","English","11-50","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:46:15",32,"Female","Berlin","QA Engineer","10","","Senior","Java","Kotlin, Javascript / Typescript, SQL, Docker",61000,"",55000,"","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:46:16",24,"Male","Berlin","Data Scientist","4","2","Senior","Python","Python, AWS, Docker",73000,"73000",50000,"50000","24","Full-time employee","Unlimited contract","English","101-1000","Startup","No",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:46:21",29,"Male","Berlin","DevOps","7","1","Lead","Kubernetes","Python, Go, AWS, Kubernetes",78000,"10000",70000,"","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:46:42",29,"Male","Berlin","Data Scientist","4","4","Senior","Python","SQL, AWS, Docker",81000,"",72000,"","29","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:46:48",30,"Male","Munich","Hardware Engineer","5","5","Senior","VHDL","Python",75000,"10000",73000,"8000","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:48:46",35,"Female","Berlin","Reporting Engineer","3","2","Middle","Power BI","Python, Javascript / Typescript, SQL, SAP / ABAP, Google Cloud, Azure",55000,"3000",45000,"","31","Full-time employee","Unlimited contract","German","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:48:57",27,"Female","Hamburg","Account Managet","6","1","Senior","","",50000,"",NA,"","28","Full-time employee","Temporary contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:49:06",32,"Female","Berlin","Product Manager","8","8","No level","","",55000,"",NA,"","27","Full-time employee","Unlimited contract","German","11-50","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:49:42",33,"Male","Munich","QA Engineer","5","1","Senior","Java","Docker",60000,"",NA,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:50:04",28,"Male","Berlin","Software Engineer","8","3","Lead","PHP ","Python, Javascript / Typescript, .NET, SQL, AWS, Azure, Kubernetes, Docker",80000,"",72000,"","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:50:47",31,"Female","Munich","agile master ","14","7","Middle","none","",80000,"",80000,"","30","Full-time employee","Unlimited contract","German","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:50:51",32,"Male","Munich","Software Engineer","7","3","Senior","Android","Kotlin",60000,"",60000,"","38","Full-time employee","Unlimited contract","English","51-100","Product","No",40,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:50:52",30,"Male","Berlin","Backend Developer","8","2.5","Senior","Scala","Python, Kotlin, Java / Scala, SQL, Kubernetes, Docker",80000,"",60000,"","25","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:50:56",26,"Male","Munich","Backend Developer","7","1,5","Senior","Java","",78000,"4000",61000,"","27","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:51:35",31,"Male","Munich","Software Engineer","10","2","Senior","Java","Python, Javascript / Typescript, SQL, Kubernetes, Docker",68000,"",68000,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:52:49",38,"Female","Munich","QA Engineer","6","2","Middle","Java","",62000,"",62000,"","26","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:53:56",37,"Male","Berlin","Software Engineer","10","3","Senior","PHP","PHP, Javascript / Typescript, SQL",55000,"",55000,"","26","Full-time employee","Unlimited contract","English","11-50","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:54:06",25,"Male","Munich","Software Engineer","3","1","Middle","Java","Python, SQL, AWS, Azure, Kubernetes, Docker",62000,"",55000,"","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:54:18",36,"Male","Berlin","Frontend Developer","12","4","Senior","JavaScript","Javascript / Typescript, AWS, Docker",72000,"",72000,"","26","Full-time employee","Unlimited contract","English","up to 10","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:54:32",27,"Male","Munich","QA Engineer","5","1","Senior","Swift","Kotlin, Ruby",58000,"5800",58000,"101","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:55:06",35,"Male","Frankfurt","ML Engineer","12","10","Senior","ML","Python, Java / Scala, R, SQL, AWS, Azure",120000,"30000",90000,"30000","30","Full-time employee","Unlimited contract","English","1000+","Product","No",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:55:07",37,"Male","Munich","Software Engineer","15","2","Senior","php","PHP, Javascript / Typescript, SQL, Docker",75000,"",72500,"","30","Full-time employee","Unlimited contract","German","101-1000","Product","No",NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:55:33",26,"Male","Munich","Data Scientist","3","2","Middle","Python","Python, SQL, AWS, Docker",65000,"7000",52000,"300","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:55:57",33,"Male","Frankfurt","Solution Architect","6","6","Middle","Python","SQL, AWS, Google Cloud, Kubernetes, Docker",85000,"40000",78000,"7000","28","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:56:00",34,"Male","Berlin","Frontend Developer","7","1","Senior","JavaScript","Docker",65000,"",NA,"","25","Full-time employee","Unlimited contract","English","up to 10","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:56:05",33,"Male","Berlin","Backend Developer","12","6","Lead","PHP","Javascript / Typescript, SQL, AWS, Docker",65000,"",60000,"","27","Full-time employee","Unlimited contract","English","101-1000","Product","No",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:56:25",NA,"Male","Berlin","QA Engineer","6","6","Middle","Javascript","Javascript / Typescript, AWS",50000,"",45000,"","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:56:47",29,"Male","Berlin","Backend Developer","8","0","Senior","Scala","Java / Scala, AWS, Kubernetes, Docker",72000,"",NA,"","25","Full-time employee","Unlimited contract","English","101-1000","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:56:56",24,"Male","Munich","Software Engineer","5","2","Middle","C++","Javascript / Typescript, Go",79000,"56000",77000,"33000","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:57:37",28,"Female","Munich","QA Engineer","6","2","Middle","","",65000,"3000",42000,"","25","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:57:53",30,"Female","Berlin","Software Engineer","8","2","Senior","Scala, React.js","Javascript / Typescript, SQL, AWS, Kubernetes, Docker",75000,"",65000,"","35","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:57:55",28,"Male","Cologne","BI Consultant","8","1","Senior","SQL","Python, Javascript / Typescript",60000,"12000",NA,"","28","Full-time employee","Unlimited contract","English","up to 10","Consulting / Agency","No",NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:58:24",31,"Male","Munich","Backend Developer","11","1","Senior","PHP","Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",80000,"4000",80000,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:59:14",28,"Male","Munich","Mobile Developer","5","3","Senior","iOS","Swift",57000,"8000",70000,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:59:20",32,"Female","Kempten","Fullstack Developer","10","1","Middle","C#","Javascript / Typescript, .NET, SQL",49000,"",NA,"","30","Full-time employee","Unlimited contract","English and German","51-100","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:59:33",28,"Male","Berlin","Software Engineer","6","2","Senior","Java","Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",65000,"75000",60000,"60000","28","Full-time employee","Unlimited contract","English","11-50","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 11:59:38",26,"Female","Munich","Data Scientist","3","1","Junior","Ml/Python","Python, AWS, Docker",70000,"12000",NA,"","28","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:00:01",33,"Male","Berlin","Mobile Developer","6","4","Middle","Swift","",63000,"6300",60000,"6000","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:00:20",41,"Male","Munich","Product Manager","18","3","Middle","","",72000,"",60000,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:00:59",31,"Male","Berlin","Software Engineer","9","1","Senior","C#, .net core","Python, Javascript / Typescript, .NET, AWS, Azure, Kubernetes, Docker",60000,"6000",NA,"","25","Full-time employee","Unlimited contract","English","11-50","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:01:01",30,"Male","Munich","Frontend Developer","6","1","Senior","Javascript","Javascript / Typescript, AWS, Docker",75000,"101",NA,"","28","Full-time employee","Unlimited contract","English","51-100","Product","No",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:01:59",31,"Male","Berlin","Frontend Developer","8","1","Senior","JavaScript/TypeScript","Javascript / Typescript, Google Cloud, Docker",70000,"101",NA,"","24","Full-time employee","Unlimited contract","English","101-1000","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:02:04",37,"Male","Munich","Backend Developer","12","4","Senior","php","Javascript / Typescript, Docker",62000,"5000",60000,"5000","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",32,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:04:10",30,"Male","Berlin","Software Engineer","10","5","Lead","Python","Python, SQL",78000,"1000",75000,"1000","","Full-time employee","Unlimited contract","English","101-1000","Startup","No",30,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:04:15",34,"Male","Munich","","17","6","Lead","Java","Python, Java / Scala, R, SQL, Go, AWS, Google Cloud, Azure, Kubernetes, Docker",120000,"20000",110000,"10000","32","Full-time employee","Unlimited contract","German","1000+","Consulting / Agency","No",NA,"5000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:06:20",25,"Male","Munich","Backend Developer","5","0","Senior","Java","Kotlin, Java / Scala, SQL, SAP / ABAP, Kubernetes, Docker",75000,"5000",NA,"","24","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:06:41",36,"Male","Berlin","Backend Developer","19","5","Senior","PHP","Javascript / Typescript, SQL, AWS, Docker",69000,"",69000,"","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:06:58",40,"Male","Berlin","Frontend Developer","7","1","Middle","Javascript","PHP, Javascript / Typescript, Dart",54000,"",54000,"","24","Full-time employee","Unlimited contract","English","11-50","Product","No",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:07:16",37,"Male","Berlin","Product Manager","6","6","Middle","","",62000,"62000",58000,"60000","30","Full-time employee","Unlimited contract","German","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:07:26",35,"Male","Munich","Software Engineer","13","4","Senior","Java","Kotlin, Java / Scala, AWS",80000,"1500",77000,"1500","40","Full-time employee","Unlimited contract","English","101-1000","Product","No",30,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:07:43",42,"Male","Berlin","Software Engineer","20","5","Senior","Ruby on Rails","Ruby, Kubernetes, Docker",80000,"",72000,"","27","Full-time employee","Unlimited contract","German","51-100","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:07:44",34,"Male","Berlin","QA Engineer","10","4","Senior","Java","Python, Kotlin, Javascript / Typescript, Go, AWS, Kubernetes, Docker",75000,"3000",65000,"3000","28","Full-time employee","Unlimited contract","English","101-1000","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:07:47",30,"Male","Berlin","Backend Developer","6","2","Senior","Ruby","SQL, Elixir",75000,"75000",65000,"65000","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:08:51",35,"Male","Berlin","Software Engineer","12","1","Senior","C#",".NET, SQL, Google Cloud, Kubernetes, Docker",70000,"22000",NA,"","25","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:09:03",34,"Male","Munich","Cloud Architect","10","4","Senior","Azure, SAP","SAP / ABAP, AWS, Google Cloud, Azure, Kubernetes, Docker",120000,"40000",70000,"30000","30","Full-time employee","Unlimited contract","English","1000+","Cloud","No",0,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:09:06",35,"Male","Berlin","Designer (UI/UX)","10","4","Senior","","",70000,"",65000,"","25","Full-time employee","Unlimited contract","English","51-100","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:09:31",35,"Male","Berlin","System Administrator","14","1","Middle","","",44000,"",NA,"","27","Full-time employee","Temporary contract","English","101-1000","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:09:50",28,"Male","Hamburg","Software Engineer","7","","Senior","Scala","Python, Java / Scala, Perl",80000,"5000",NA,"","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:09:55",26,"Male","Münster","Data Scientist","5.5","3","Junior","Python","Python, C/C++, SQL, AWS",48000,"2000",NA,"","26","Full-time employee","Unlimited contract","German","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:10:03",35,"Male","Berlin","Frontend Developer","4","1","Middle","JavaScript","PHP",50000,"5000",NA,"","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:10:05",31,"Female","Munich","QA Engineer","7","3","Senior","Java","Python, Ruby",68000,"",58000,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",40,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:11:42",35,"Male","Frankfurt","Software Engineer","12","3","Senior","java","Python, Kotlin, Javascript / Typescript, Java / Scala, Docker",66000,"",66000,"","25","Full-time employee","Unlimited contract","German","51-100","Consulting / Agency","No",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:12:16",28,"Male","Berlin","Product Manager","3","3","Middle","","",51000,"1500",NA,"","27","Full-time employee","Unlimited contract","English","51-100","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:12:35",25,"Male","Berlin","Backend Developer","4","1","Middle","Python","SQL, Go",60000,"",60000,"","24","Full-time employee","Unlimited contract","English","11-50","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:13:24",42,"Female","Berlin","QA Engineer","20","1","Middle","python","Python, Javascript / Typescript",55000,"",NA,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:14:03",30,"Male","Berlin","Product Manager","7","5","Head","","Python, SQL",150000,"",NA,"","25","Full-time employee","Unlimited contract","English","1000+","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:14:23",40,"Female","Munich","Software Engineer","20","7","Middle","Java","SQL",54000,"",54000,"","30","Full-time employee","Unlimited contract","German","101-1000","Behörde","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:14:27",36,"Female","Erlangen","Project Manager","14","2","Middle","","Python",62000,"",36000,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:14:52",37,"Male","Berlin","Software Engineer","8","5","Junior","Java","Java / Scala, AWS, Kubernetes, Docker",60000,"",NA,"","28","Full-time employee","Unlimited contract","English","51-100","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/11/2020 12:15:30",33,"Male","Munich","Software Engineer","10","3","Senior","Java","AWS, Docker",75000,"7500",68000,"6800","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
